"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"49062","Gold Ridge Fire Protection District","4500 Hessel RD",,"Sebastopol","CA","95472-6267","4500 Hessel RD",,,"Sebastopol","CA","95472-6267","707-823-1084","707-829-1175","097","Mostly volunteer",,"https://www.goldridgefire.org/","3","16","70","0","3","8","No"
"27035","Gonzales Volunteer Fire Department","325 Center ST","PO Box 647","Gonzales","CA","93926",,,"PO Box 647","Gonzales","CA","93926-0647","831-675-5000","831-675-2644","053","Mostly volunteer",,"https://www.gonzalesvfd.org/","1","1","0","18","0","0","No"
"32020","Graeagle Fire Protection District","7620 Highway 89","PO Box 64","Graeagle","CA","96103-0064",,,"PO Box 64","Graeagle","CA","96103-0064","530-836-1340",,"063","Volunteer",,,"1","0","25","0","1","3",
,"Graniteville Volunteer Fire Company","35401 Graniteville RD",,"Nevada City","CA","95959-8442","35401 Graniteville RD",,,"Nevada City","CA","95959-8442","530-265-2146","530-265-6283","057","Volunteer",,,"1","0","8","0","0","2",
"29005","Grass Valley Fire Department","125 E Main ST",,"Grass Valley","CA","95945-6505","125 E Main ST",,,"Grass Valley","CA","95945-6505","530-274-4370","530-271-0812","057","Career",,"https://www.cityofgrassvalley.com/","2","16","0","0","1","1",
"49065","Graton Fire Protection District","3750 Gravenstein HWY N",,"Sebastopol","CA","95472",,,"PO Box A","Graton","CA","95444-0370","707-823-8400","707-823-7251","097","Volunteer",,"https://www.gratonfire.com/","1","0","0","30","0","0","No"
"27045","Greenfield Fire Department","380 Oak AVE",,"Greenfield","CA","93927-5253","380 Oak AVE",,,"Greenfield","CA","93927-5253","831-674-5484","831-674-5895","053","Mostly volunteer",,,"1","9","0","15","1","0","No"
"32022","Greenhorn Creek Fire Department","2049 Red Bluff TRL",,"Quincy","CA","95971-9210","2049 Red Bluff TRL",,,"Quincy","CA","95971-9210","530-283-6450","530-283-6450","063","Volunteer",,"https://www.greenhorncsd.org/","1","0","6","0","0","1","Yes"
"47095","Grenada Fire Protection District","6055 4TH AVE","PO Box 214","Grenada","CA","96038",,,"PO Box 214","Grenada","CA","96038-0214","530-436-2200",,"093","Volunteer",,,"1","0","14","0","1","0","Yes"
"04015","Gridley City Fire Department","47 E Gridley RD",,"Gridley","CA","95948","47 E Gridley RD",,,"Gridley","CA","95948","530-846-5711","530-846-7465","007","Mostly career",,"www.buttefire.com","1","12","8","0","0","0",
"55045","Groveland Community Service District Fire Department","18930 Highway 120","PO Box 350","Groveland","CA","95321",,,"PO Box 350","Groveland","CA","95321-0350","209-533-5118","209-533-5103","109","Career",,"https://www.gcsd.org/","1","5","0","0","1","3","Yes"
"40030","Grover Beach Fire Department","701 Rockaway AVE",,"Grover Beach","CA","93433","154 S 8th ST",,,"Grover Beach","CA","93433","805-473-4590","805-473-4599","079","Mostly volunteer",,"https://www.grover.org","1","8","0","25","1","0",
"24015","Gustine Volunteer Fire Department","686 3rd AVE","PO Box 16","Gustine","CA","95322-0016",,,"PO Box 16","Gustine","CA","95322-0016","209-854-6804","209-854-1205","047","Volunteer",,,"1","0","14","0","0","0","No"
"41045","Half Moon Bay Fire Protection District","1191 Main ST",,"Half Moon Bay","CA","94019-2158","1191 Main ST",,,"Half Moon Bay","CA","94019-2158","650-726-5213","650-726-0132","081","Mostly career",,"https://www.hmbfire.org","2","30","21","0","3","4",
"32065","Hamilton Branch Fire Protection District","3791 Big Springs RD",,"Lake Almanor","CA","96137-9783","3791 Big Springs RD",,,"Lake Almanor","CA","96137","530-596-3458","530-596-3353","063","Volunteer",,"https://www.hambranchfire.com/","1","0","7","0","0","0","Yes"
"11060","Hamilton City Fire Protection District","420 1ST ST",,"Hamilton City","CA","95951",,,"PO Box 928","Hamilton City","CA","95951-0928","530-826-3355","530-826-3436","021","Mostly volunteer",,,"1","2","35","0","0","5","Yes"
"47038","Hammond Ranch Fire Zone","8800 N Old Stage RD",,"Weed","CA","96094-9075","8800 N Old Stage RD",,,"Weed","CA","96094-9075","530-938-4200",,"093","Volunteer",,"http://www.hmm4200.org/","1","0","8","8","0","5","No"
"16010","Hanford City Fire Department","350 W Grangeville BLVD",,"Hanford","CA","93230-2855","350 W Grangeville BLVD",,,"Hanford","CA","93230-2855","559-585-2545","559-585-2549","031","Mostly career",,"https://www.ci.hanford.ca.us","3","33","20","0","4","0","Yes"
"47035","Happy Camp Ranger District, Klamath N.F. USFS","63822 ST HWY 96","PO Box 377","Happy Camp","CA","96039","63822 ST HWY 96",,"PO Box 377","Happy Camp","CA","96039","530-493-2243","530-493-1796","093","Mostly volunteer",,,"3","20","0","40","2","0",
"45015","Happy Valley Fire Protection District","17441 Palm AVE",,"Anderson","CA","96007-8241","17441 Palm AVE",,,"Anderson","CA","96007-8241","530-357-2345","530-357-4165","089","Mostly volunteer",,,"2","3","30","0","1","0","Yes"
"45920","Hat Creek Volunteer Fire Department","17771 Highway 89",,"Hat Creek","CA","96040",,,"PO Box 148","Hat Creek","CA","96040-0148","530-335-3026","530-335-3356","089","Volunteer",,,"1","0","8","0","0","10",
"53003","Hawkins Bar Volunteer Fire Department","1 Trinity CT",,"Salyer","CA","95563",,,"PO Box 485","Salyer","CA","95563-0485","530-629-3920",,"105","Volunteer",,,"2","0","14","0","0","7","Yes"
"53005","Hayfork Volunteer Fire Department","195 Hyampom RD",,"Hayfork","CA","96041",,,"PO Box 668","Hayfork","CA","96041-0668","530-628-5126",,"105","Volunteer",,,"1","0","19","0","0","0","Yes"
"01045","Hayward Fire Department","777 B ST",,"Hayward","CA","94541","777 B ST",,,"Hayward","CA","94541-5007","510-583-4940","510-583-3640","001","Career",,"https://www.hayward-ca.gov/","9","134","0","0","13","0","Yes"
"49080","Healdsburg Fire Department","601 Healdsburg AVE",,"Healdsburg","CA","95448-3608","601 Healdsburg AVE",,,"Healdsburg","CA","95448-3608","707-431-3360","707-431-3146","097","Mostly volunteer",,"https://www.ci.healdsburg.ca.us/","1","12","21","0","1","15","Yes"
"40033","Hearst Castle Fire Department","750 Hearst Castle RD",,"San Simeon","CA","93452","750 Hearst Castle RD",,,"San Simeon","CA","93452","805-927-2175","805-927-2176","079","Career",,,"1","8","0","0","0","0",
"37084","Heartland Fire and Rescue","100 E Lexington AVE",,"El Cajon","CA","92020-4517","100 E Lexington AVE",,,"El Cajon","CA","92020-4517","619-441-1601","619-441-1648","073","Mostly career",,"https://heartlandfire.org/","8","120","15","0","9","0","Yes"
"34050","Herald Fire Protection District","12746 Ivie RD",,"Herald","CA","95638",,,"PO Box 52","Herald","CA","95638-0052","209-748-2322","209-748-2363","067","Mostly volunteer",,"https://heraldfire.net/","2","2","0","25","1","0","Yes"
"18017","Herlong Volunteer Fire Department","PO Box 911",,"Herlong","CA","96113-0911",,,"PO Box 911","Herlong","CA","96113-0911","530-827-3587","530-827-3589","035","Mostly volunteer",,,"1","1","8","0","0","3",
"19085","Hermosa Beach Fire Department","540 Pier AVE",,"Hermosa Beach","CA","90254","540 Pier AVE",,,"Hermosa Beach","CA","90254-3836","310-376-2479","310-379-7725","037","Mostly volunteer",,"https://www.hermosabch.org/fire/","1","20","21","0","1","0","Yes"
"29042","Higgins Area Fire Protection District","10106 Combie RD",,"Auburn","CA","95602","10106 Combie RD",,,"Auburn","CA","95602-8901","530-269-2488","530-268-7737","057","Mostly career",,,"3","16","0","15","1","0","Yes"
"36107","Highland Fire Department","27215 Base Line",,"Highland","CA","92346-3125","27215 Base Line",,,"Highland","CA","92346-3125","909-862-3031","909-864-5698","071","Mostly volunteer",,,"2","16","0","40","0","0",
"35010","Hollister Fire Department","110 Fifth ST",,"Hollister","CA","95023","110 Fifth ST",,,"Hollister","CA","95023","831-636-4325","831-636-4329","069","Mostly career",,"https://www.hollister.ca.gov/site/html/gov/office/fire.asp","2","26","0","25","1","0",
"13030","Holtville Fire Department","549 Fern AVE",,"Holtville","CA","92250-1205","549 Fern AVE",,,"Holtville","CA","92250-1205","760-356-2673","760-356-3185","025","Mostly volunteer",,,"1","3","0","13","0","0","Yes"
"12047","Honeydew Volunteer Fire Company","PO Box 74",,"Honeydew","CA","95545-0074",,,"PO Box 74","Honeydew","CA","95545-0074","707-986-7688","707-986-7688","023","Volunteer",,,"4","0","14","0","0","4","No"
"12030","Hoopa Volunteer Fire Department","Highway 96","PO Box 1321","Hoopa","CA","95546-1321",,,"PO Box 1321","Hoopa","CA","95546-1321","530-625-4615","530-625-4265","023","Volunteer",,,"1","0","14","0","0","0",
"23100","Hopland Volunteer Fire Department","25 Center ST",,"Hopland","CA","95449",,,"PO Box 463","Hopland","CA","95449","707-744-1222","707-744-1198","045","Volunteer",,,"2","0","15","0","1","0",
"47040","Hornbrook Volunteer Fire District","16100 Front ST",,"Hornbrook","CA","96044-0048","16100 Front ST",,"PO Box 48","Hornbrook","CA","96044-0048","530-475-3064",,"093","Volunteer",,,"1","0","10","0","0","5",
"50030","Hughson Fire Protection District","2315 Charles ST",,"Hughson","CA","95326",,,"PO Box 37","Hughson","CA","95326-0037","209-883-2863",,"099","Mostly volunteer",,"https://www.hughson.org/","1","2","23","0","0","0","Yes"
"12045","Humboldt Bay Fire Authority","533 C ST",,"Eureka","CA","95501-0340","533 C ST",,,"Eureka","CA","95501-0340","707-441-4000","707-441-4133","023","Mostly career",,"https://www.hbfire.org/index.html","5","60","12","0","4","0","Yes"
"12050","Humboldt No. 1 Fire Protection District","3455 Harris ST",,"Eureka","CA","95503","3455 Harris ST",,,"Eureka","CA","95503-4816","707-445-4900","707-445-4901","023","Mostly career",,"https://www.hfd1.org/","2","20","10","0","1","0","No"
"10155","Hume Lake Fire & Rescue Department","64144 Hume Lake RD",,"Hume","CA","93628","64144 Hume Lake RD",,,"Hume","CA","93628-9600","559-305-7576","559-305-7687","019","Volunteer",,"https://humelakefire.org/","1","0","26","0","0","0","Yes"
"30040","Huntington Beach Fire Department","2000 Main ST",,"Huntington Beach","CA","92648-2702","2000 Main ST",,,"Huntington Beach","CA","92648-2702","714-536-5411","714-374-1551","059","Career",,"https://www.surfcity-hb.org/government/departments/Fire/","8","131","0","0","24","0","Yes"
"10038","Huntington Lake Volunteer Fire Department","63000 Huntington Vista LN",,"Lakeshore","CA","93634","125 E Barstow STE 109",,,"Fresno","CA","93710-5023","925-364-0699",,"019","Volunteer",,"https://www.hlvfd.org/","2","0","17","0","0","0","Yes"
"53008","Hyampon Volunteer Fire Department","14 Main ST","PO Box 39","Hyampon","CA","96046-0039",,,"PO Box 39","Hyampon","CA","96046-0039","530-628-4451",,"105","Volunteer",,,"1","0","14","0","0","3",
"33045","Idyllwild Fire Protection District","54160 Marantha DR","PO Box 656","Idyllwild","CA","92549-0656",,,"PO Box 656","Idyllwild","CA","92549-0656","951-659-2153","951-659-5570","065","Mostly volunteer",,"https://www.idyllwildfire.org","1","8","0","20","0","0",
"45925","Igo-Ono Volunteer Fire Company","South Frok Rd RD","PO Box 26","Igo","CA","96047","South Frok Rd RD","PO Box 26",,"Igo","CA","96047","530-396-2400","530-396-2400","089","Volunteer",,,"2","0","16","0","0","2",
"37085","Imperial Beach Fire Department","865 Imperial Beach BLVD",,"Imperial Beach","CA","91932-2702","865 Imperial Beach BLVD",,,"Imperial Beach","CA","91932-2702","619-423-8223","619-628-1489","073","Career",,"https://www.imperialbeachca.gov/fire_department","1","13","0","0","2","0","Yes"
"13025","Imperial County Fire Department","2514 La Brucherie RD",,"Imperial","CA","92251-9712","2514 La Brucherie RD",,,"Imperial","CA","92251-9712","760-355-1191","760-355-1482","025","Mostly volunteer",,,"5","28","8","32","2","0",
"14025","Independence Fire Protection District","200 S Jackson ST",,"Independence","CA","93526",,,"PO Box B","Independence","CA","93526-0602","760-878-2113","760-878-2116","027","Volunteer",,,"1","0","25","0","0","0","No"
"33100","Indian Wells Fire Service","44-900 El Dorado DR",,"Indian Wells","CA","92210","44-900 El Dorado DR",,,"Indian Wells","CA","92210","760-568-5252","760-568-5816","065","Mostly career",,,"1","15","10","0","0","0",
"33050","Indio Fire Service","46-990 Jackson ST",,"Indio","CA","92201","46-990 Jackson ST",,,"Indio","CA","92201","760-347-0756","760-775-3710","065","Mostly career",,,"3","43","0","25","0","0",
"21025","Inverness Volunteer Fire Department","50 Inverness WAY","PO Box 469","Inverness","CA","94937",,,"PO Box 469","Inverness","CA","94937-0469","415-669-7151","415-669-1010","041","Mostly volunteer",,,"1","1","21","0","1","0","Yes"
"26555","Inyo National Forest, & Bishop Field Office, BLM","873 N Main ST",,"Bishop","CA","93514","873 N Main ST",,,"Bishop","CA","93514","760-873-2497","760-873-2458","027","Mostly career",,,"13","80","0","70","0","0",
,"Iowa Hill Fire Department","3350 Iowa Hill RD",,"Iowa Hill","CA","95713","3350 Iowa Hill RD",,"PO Box 176","Iowa Hill","CA","95713","530-277-3753","530-367-3498","061","Volunteer",,,"1","0","8","0","0","5",
"23915","Irish Beach Water District Volunteer Fire Department","15401 Forestview RD",,"Manchester","CA","95459","15401 Forestview RD",,"PO Box 67","Manchester","CA","95459","707-882-2931","707-882-3765","045","Volunteer",,,"1","0","10","0","0","0",
"34055","Isleton Fire Department","100 Second ST",,"Isleton","CA","95241-0716","100 Second ST",,"PO Box 716","Isleton","CA","95241-0716","916-777-7776","916-777-7790","077","Mostly volunteer",,,"1","1","27","0","0","0",
"03020","Jackson Fire Department","33 Broadway",,"Jackson","CA","95642-2354","33 Broadway",,,"Jackson","CA","95642-2354","209-256-4499","209-223-3141","005","Mostly volunteer",,"https://www.ci.jackson.ca.us/fire_department.php","2","5","0","27","0","3","Yes"
"03070","Jackson Rancheria Fire Department","12222 New York Ranch RD",,"Jackson","CA","95642-9407","12222 New York Ranch RD",,,"Jackson","CA","95642-9407","209-223-8751","209-223-8637","005","Career",,,"1","9","0","0","1","0","Yes"
"03015","Jackson Valley Fire Protection District","2701 Quiver DR",,"Ione","CA","95640",,,"PO Box 1309","Ione","CA","95640-1309","209-763-5848","209-763-5659","005","Volunteer",,,"2","0","12","4","0","0",
"55010","Jamestown Fire Protection District","18440 Striker CT",,"Sonora","CA","95370-7555","18440 Striker CT",,,"Sonora","CA","95370-7555","209-533-5118","209-533-5103","109","Mostly career",,"https://www.tuolumnecounty.ca.gov/717/Fire-Department","1","5","0","3","0","0","Yes"
"05045","Jenny Lind Fire Protection District","6501 Jenny Lind RD",,"Valley Springs","CA","95252",,,"PO Box 579","Valley Springs","CA","95252-0579","209-786-2227","209-786-4343","009","Mostly volunteer",,,"3","3","22","22","1","0","Yes"
"53025","Junction City Volunteer Fire Department","Dutch Creek RD",,"Junction City","CA","96048",,,"PO Box 418","Junction City","CA","96048","530-623-4041",,"105","Volunteer",,,"2","0","14","0","0","0",
"26020","June Lake Fire Protection District","2380 HWY 158",,"June Lake","CA","93529",,,"PO Box 144","June Lake","CA","93529","760-648-7390","760-648-6801","051","Mostly volunteer",,,"1","1","12","0","0","0",
"11055","Kanawha Fire Protection District","1709 County Road D",,"Willows","CA","95988-9641","1709 County Road D",,,"Willows","CA","95988-9641","530-934-2672",,"021","Volunteer",,,"1","0","18","0","0","5",
"14030","Keeler Volunteer Fire Department","175 Old State HWY",,"Keeler","CA","93530",,,"PO Box 103","Keeler","CA","93530-0103","760-876-4339",,"027","Volunteer",,,"1","0","2","0","0","10","No"
"17020","Kelseyville Fire Protection District","4020 Main ST","PO Box 306","Kelseyville","CA","95451",,,"PO Box 306","Kelseyville","CA","95451-0306","707-279-4268","707-279-4422","033","Mostly volunteer",,,"2","15","25","10","0","2","Yes"
"21030","Kentfield Fire Protection District","1004 Sir Francis Drake BLVD",,"Kentfield","CA","94904-1417","1004 Sir Francis Drake BLVD",,,"Kentfield","CA","94904-1417","415-453-7464","415-453-4578","041","Mostly career",,"https://www.kentfieldfire.org/","1","14","6","0","2","0","No"
"49090","Kenwood Fire Protection District","9045 Sowoma HWY",,"Kenwood","CA","95452",,,"PO Box 249","Kenwood","CA","95452-0249","707-833-2042","707-833-4412","097","Mostly volunteer",,"https://www.kenwoodfire.com/","1","5","0","14","3","2","Yes"
"15010","Kern County Fire Department","5642 Victor ST",,"Bakersfield","CA","93308-4056","5642 Victor ST",,,"Bakersfield","CA","93308-4056","661-391-7000","661-399-2915","029","Career",,"https://www.kerncountyfire.org/","47","535","0","0","80","0","Yes"
"45075","Keswick Volunteer Fire Company","16570 School ST",,"Redding","CA","96001",,,"PO Box 459","Shasta","CA","96087","530-246-3566","530-246-3533","089","Volunteer",,,"1","0","11","0","0","0",
"53030","Kettenpom Zenia Volunteer Fire Department","Peak RD","PO Box 100","Zenia","CA","95595-0100",,,"PO Box 100","Zenia","CA","95595","707-923-9646",,"105","Volunteer",,,"1","0","14","0","0","6",
"50150","Keyes Fire Protection District","5629 7TH ST",,"Keyes","CA","95328",,,"PO Box 577","Keyes","CA","95328-0577","209-634-7690","209-634-0659","099","Volunteer",,,"1","0","32","0","0","1","Yes"
"27050","King City Fire Department","422 Bassett ST",,"King City","CA","93930-2908","422 Bassett ST",,,"King City","CA","93930-2908","831-385-3430",,"053","Volunteer",,,"1","0","30","0","1","0","Yes"
"41110","King Mountain Volunteer Fire Department","13889 Skyline BLVD",,"Woodside","CA","94062-4573","13889 Skyline BLVD",,,"Woodside","CA","94062-4573","650-851-8897",,"081","Volunteer",,"https://www.kmfd.org/","1","0","13","0","0","0",
"16015","Kings County Fire Department","280 N Campus DR",,"Hanford","CA","93230-5923","280 N Campus DR",,,"Hanford","CA","93230-5923","559-852-2881","559-582-8261","031","Mostly career",,"https://www.countyofkings.com/departments/fire-department","11","75","10","0","3","0","Yes"
